	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	GC	BPP	Dadj	SEadj	DiffMFE.EFE	Length	AU.GCr	Ar	Ur	Gr	Cr	AAr	GGr	CCr	UUr	AGr	ACr	AUr	GAr	GCr	GUr	CAr	CGr	CUr	UAr	UGr	UCr	Hl	Steml5	Steml3	BP	BP5	BP3	Mism5	Mism3	Bulge5	Bulge3	BulgeN1.5	BulgeN1.3	BulgeN2.5	BulgeN2.3	BulgeN3.5	BulgeN3.3	BulgeN4.5	BulgeN4.3	BulgeN5.5	BulgeN5.3	BulgeN6.5	BulgeN6.3	BulgeN7.5	BulgeN7.3	AUp	GCp	GUp	MFE	MFEadj	EFE	EFEadj	CFE	CDE	MEAFE	MEA	ED	MFEadj.GC	MFEadj.BP	MEAFEadj	EDadj
ENSSSCT00000051617.1	0.0428571428571429	0.0285714285714286	0	0	0.0428571428571429	0.0285714285714286	0.0142857142857143	0.0714285714285714	0.0142857142857143	0	0.0142857142857143	0.0857142857142857	0.0142857142857143	0	0	0.171428571428571	0.0142857142857143	0.0142857142857143	0	0.0142857142857143	0	0	0.0857142857142857	0.142857142857143	0.0285714285714286	0.0285714285714286	0	0.0285714285714286	0.0142857142857143	0.0142857142857143	0.0285714285714286	0.0571428571428572	0.525252525252525	0.252525252525253	0.0833333333333333	0.0201215354558656	0.0192929292929293	99	0.903846153846154	0.262626262626263	0.212121212121212	0.282828282828283	0.242424242424242	0.0505050505050505	0.0707070707070707	0.0606060606060606	0.0303030303030303	0.0606060606060606	0.0707070707070707	0.0808080808080808	0.0909090909090909	0.0505050505050505	0.0404040404040404	0.0808080808080808	0.0404040404040404	0.0505050505050505	0.0404040404040404	0.0808080808080808	0.0505050505050505	6	33	37	25	25	25	8	12	3	5	1	2	0	1	1	1	1	0	0	1	0	0	0	0	6	17	2	-28.2	-0.284848484848485	-30.11	-0.304141414141414	-28.2	8.25	-28.2	85.8	12.75	-0.542307692307692	-0.0113939393939394	-0.284848484848485	0.128787878787879
ENSSSCT00000020250.2	0.0602409638554217	0.0481927710843374	0	0.0120481927710843	0.0481927710843374	0.0120481927710843	0.0963855421686747	0.072289156626506	0.0120481927710843	0	0	0.036144578313253	0.0240963855421687	0.0481927710843374	0.0240963855421687	0.072289156626506	0.0481927710843374	0.0240963855421687	0	0.0240963855421687	0	0	0.0120481927710843	0.072289156626506	0.036144578313253	0	0	0.0963855421686747	0	0.0120481927710843	0.036144578313253	0.072289156626506	0.37962962962963	0.240740740740741	0.206018518518519	0.0179328008285728	0.022037037037037	108	1.63414634146341	0.37037037037037	0.25	0.212962962962963	0.166666666666667	0.0925925925925926	0.037037037037037	0.0277777777777778	0.0462962962962963	0.0740740740740741	0.0462962962962963	0.101851851851852	0.0925925925925926	0.037037037037037	0.0277777777777778	0.0833333333333333	0	0.0555555555555556	0.0555555555555556	0.0833333333333333	0.0555555555555556	3	44	39	26	26	26	18	13	6	5	4	2	0	1	0	0	1	1	2	1	0	0	0	0	15	9	2	-19.1	-0.176851851851852	-21.48	-0.198888888888889	-15.8	22.25	-16.6	72.45	31.76	-0.465853658536585	-0.0068019943019943	-0.153703703703704	0.294074074074074
ENSSSCT00000021775.2	0.0481927710843373	0.0120481927710843	0	0.036144578313253	0.0602409638554217	0	0.0481927710843373	0.0843373493975903	0.0240963855421687	0.036144578313253	0	0.0120481927710843	0	0	0.0481927710843373	0.0963855421686747	0.0240963855421687	0.0120481927710843	0	0.0481927710843373	0	0.0240963855421687	0.0120481927710843	0.0481927710843373	0.0481927710843373	0.0120481927710843	0	0.0602409638554217	0.0120481927710843	0.036144578313253	0.0481927710843373	0.108433734939759	0.36036036036036	0.243243243243243	0.243423423423423	0.0174506259418308	0.0301801801801802	111	1.775	0.315315315315315	0.324324324324324	0.207207207207207	0.153153153153153	0.0720720720720721	0.045045045045045	0.018018018018018	0.0720720720720721	0.0810810810810811	0.036036036036036	0.117117117117117	0.0900900900900901	0.036036036036036	0.027027027027027	0.0540540540540541	0	0.0720720720720721	0.0900900900900901	0.0720720720720721	0.0630630630630631	4	40	43	27	27	27	13	16	5	5	3	2	1	1	1	0	0	1	1	0	0	0	0	0	14	9	4	-14.9	-0.134234234234234	-18.25	-0.164414414414414	2.29	27.02	4.4	63.26	39.38	-0.3725	-0.00497163830497164	0.0396396396396396	0.354774774774775
ENSSSCT00000020000.2	0.0714285714285714	0.0571428571428571	0	0.0285714285714286	0.0142857142857143	0.0285714285714286	0.0285714285714286	0.0428571428571429	0.0142857142857143	0.0142857142857143	0	0.1	0.0142857142857143	0	0.0142857142857143	0.0714285714285714	0.0571428571428571	0.0142857142857143	0	0.0142857142857143	0.0571428571428571	0	0.0714285714285714	0.0571428571428571	0.0285714285714286	0.0285714285714286	0	0.0285714285714286	0.0285714285714286	0	0.0571428571428571	0.0571428571428571	0.459770114942529	0.229885057471264	0.10632183908046	0.0228945585277102	0.0226436781609196	87	1.175	0.264367816091954	0.275862068965517	0.206896551724138	0.252873563218391	0.0689655172413793	0.0344827586206897	0.0574712643678161	0.0229885057471264	0.0574712643678161	0.0229885057471264	0.103448275862069	0.0574712643678161	0.0574712643678161	0.0344827586206897	0.0804597701149425	0.0114942528735632	0.103448275862069	0.0459770114942529	0.0689655172413793	0.114942528735632	6	33	37	20	20	20	13	17	5	5	1	1	2	1	0	0	2	2	0	0	0	1	0	0	7	10	3	-15.2	-0.174712643678161	-17.17	-0.19735632183908	-12.9	9.25	-13.4	72.37	13.12	-0.38	-0.00873563218390805	-0.154022988505747	0.150804597701149
ENSSSCT00000022021.2	0.0108695652173913	0.0326086956521739	0	0.0326086956521739	0.0434782608695652	0.0434782608695652	0.0434782608695652	0.0869565217391304	0	0	0.0108695652173913	0.0434782608695652	0	0	0.0217391304347826	0.130434782608696	0.0108695652173913	0.0217391304347826	0.0108695652173913	0.0217391304347826	0.0217391304347826	0.0217391304347826	0.0543478260869565	0.0652173913043478	0	0.0326086956521739	0	0.0543478260869565	0.0217391304347826	0	0.0326086956521739	0.130434782608696	0.415841584158416	0.336633663366337	0.04	0.0195330716243178	0.0170297029702971	101	1.4047619047619	0.326732673267327	0.257425742574257	0.198019801980198	0.217821782178218	0.0891089108910891	0.0297029702970297	0.0495049504950495	0.0396039603960396	0.0792079207920792	0.0495049504950495	0.0792079207920792	0.0693069306930693	0.0396039603960396	0.0594059405940594	0.0792079207920792	0	0.0792079207920792	0.0594059405940594	0.0792079207920792	0.0693069306930693	8	46	46	34	34	34	12	12	7	6	3	2	4	3	0	0	0	1	0	0	0	0	0	0	15	14	5	-26.2	-0.259405940594059	-27.92	-0.276435643564356	-26.1	4.04	-26.1	94.21	5.75	-0.623809523809524	-0.00762958648806057	-0.258415841584158	0.0569306930693069
ENSSSCT00000031656.2	0.087378640776699	0.00970873786407767	0	0.00970873786407767	0.029126213592233	0	0.00970873786407767	0.0970873786407767	0.0388349514563107	0.00970873786407767	0	0.0485436893203884	0.00970873786407767	0.00970873786407767	0.0679611650485437	0.0970873786407767	0.0194174757281553	0.029126213592233	0	0.0388349514563107	0.00970873786407767	0	0.00970873786407767	0.087378640776699	0.0388349514563107	0.00970873786407767	0	0.0194174757281553	0.00970873786407767	0.029126213592233	0.029126213592233	0.145631067961165	0.451612903225806	0.274193548387097	0.252016129032258	0.0160179065386812	0.0201612903225806	124	1.21428571428571	0.266129032258065	0.282258064516129	0.258064516129032	0.193548387096774	0.0645161290322581	0.0725806451612903	0.0241935483870968	0.0645161290322581	0.0564516129032258	0.0483870967741935	0.0806451612903226	0.0564516129032258	0.0403225806451613	0.0725806451612903	0.0806451612903226	0.00806451612903226	0.0645161290322581	0.0403225806451613	0.104838709677419	0.0725806451612903	8	41	62	34	34	34	7	28	4	6	2	2	1	0	1	2	0	0	0	1	0	0	0	0	12	14	8	-28.3	-0.228225806451613	-30.8	-0.248387096774194	-8.98	31.25	-14.42	71.34	43.85	-0.505357142857143	-0.00671252371916509	-0.116290322580645	0.353629032258065
ENSSSCT00000021982.2	0.0769230769230769	0.0512820512820513	0	0.0128205128205128	0.0256410256410256	0	0.0256410256410256	0.102564102564103	0.0512820512820513	0.0128205128205128	0	0.0384615384615385	0.0128205128205128	0.0256410256410256	0.0384615384615385	0.102564102564103	0.0384615384615385	0	0	0.0384615384615385	0.0128205128205128	0	0.0256410256410256	0.0897435897435898	0.0128205128205128	0.0128205128205128	0	0.0384615384615385	0.0256410256410256	0	0.0384615384615385	0.0897435897435898	0.494117647058824	0.294117647058824	0.138823529411765	0.023384187786256	0.0224705882352941	85	1.02380952380952	0.282352941176471	0.223529411764706	0.282352941176471	0.211764705882353	0.0588235294117647	0.0823529411764706	0.0588235294117647	0.0470588235294118	0.0941176470588235	0.0470588235294118	0.0588235294117647	0.0823529411764706	0.0352941176470588	0.0470588235294118	0.0705882352941176	0	0.0588235294117647	0.0470588235294118	0.0823529411764706	0.0352941176470588	4	45	33	25	25	25	20	8	5	3	1	1	0	0	1	1	1	1	1	0	0	0	1	0	11	12	2	-23	-0.270588235294118	-24.91	-0.293058823529412	-13.1	11.8	-16.2	64.2	17.36	-0.547619047619048	-0.0108235294117647	-0.190588235294118	0.204235294117647
ENSSSCT00000021707.2	0.0263157894736842	0	0	0.0131578947368421	0.0394736842105263	0.0131578947368421	0.0131578947368421	0.0526315789473684	0.0131578947368421	0.0394736842105263	0	0.0921052631578947	0.0263157894736842	0.0394736842105263	0.0394736842105263	0.105263157894737	0.0394736842105263	0.0263157894736842	0	0.0263157894736842	0.0131578947368421	0	0.0657894736842105	0.0921052631578947	0.0789473684210526	0.0131578947368421	0	0.0263157894736842	0	0	0.0394736842105263	0.0657894736842105	0.591397849462366	0.258064516129032	0.227956989247312	0.021171593553106	0.0256989247311828	93	0.690909090909091	0.182795698924731	0.225806451612903	0.32258064516129	0.268817204301075	0.032258064516129	0.0752688172043011	0.0645161290322581	0.021505376344086	0.0752688172043011	0.032258064516129	0.043010752688172	0.0537634408602151	0.0752688172043011	0.0645161290322581	0.0645161290322581	0.032258064516129	0.0967741935483871	0.032258064516129	0.0860215053763441	0.0860215053763441	16	38	38	24	24	24	14	14	5	5	2	2	1	0	1	1	0	1	0	1	0	0	1	0	6	14	4	-29.7	-0.319354838709677	-32.09	-0.34505376344086	-18.47	21.2	-25	58.35	28.77	-0.54	-0.0133064516129032	-0.268817204301075	0.309354838709677
ENSSSCT00000019821.2	0.04	0.0133333333333333	0	0.0266666666666667	0.04	0	0.0133333333333333	0.04	0.0133333333333333	0.0266666666666667	0.0133333333333333	0.0533333333333333	0	0.0266666666666667	0.0133333333333333	0.133333333333333	0.106666666666667	0.0266666666666667	0.0133333333333333	0.0133333333333333	0.0133333333333333	0	0.04	0.12	0.0666666666666667	0.0133333333333333	0	0.0133333333333333	0.0266666666666667	0	0.04	0.0533333333333333	0.561904761904762	0.20952380952381	0.0665714285714286	0.0189409308525501	0.0168571428571429	105	0.779661016949153	0.219047619047619	0.219047619047619	0.285714285714286	0.276190476190476	0.0476190476190476	0.0857142857142857	0.0571428571428571	0.019047619047619	0.0476190476190476	0.0476190476190476	0.0666666666666667	0.0761904761904762	0.0571428571428571	0.0380952380952381	0.0476190476190476	0.0571428571428571	0.0857142857142857	0.0380952380952381	0.0666666666666667	0.0857142857142857	4	34	41	22	22	22	12	19	4	4	1	1	2	1	0	0	0	0	0	0	0	0	1	1	6	14	2	-29.5	-0.280952380952381	-31.27	-0.297809523809524	-29.5	6.99	-29.5	92.88	12.16	-0.5	-0.0127705627705628	-0.280952380952381	0.115809523809524
ENSSSCT00000021880.2	0.032967032967033	0	0	0.010989010989011	0	0.054945054945055	0.021978021978022	0.0989010989010989	0.021978021978022	0	0.010989010989011	0.0989010989010989	0.010989010989011	0	0.010989010989011	0.120879120879121	0	0.010989010989011	0	0.010989010989011	0.010989010989011	0	0.0659340659340659	0.0769230769230769	0.010989010989011	0.032967032967033	0	0.032967032967033	0.021978021978022	0.043956043956044	0.054945054945055	0.131868131868132	0.454545454545455	0.28099173553719	0.190578512396694	0.0163148048640321	0.0258677685950413	121	1.2	0.256198347107438	0.289256198347107	0.28099173553719	0.173553719008264	0.0578512396694215	0.0495867768595041	0.0330578512396694	0.0413223140495868	0.0826446280991736	0.0330578512396694	0.0743801652892562	0.0909090909090909	0.0330578512396694	0.0826446280991736	0.0578512396694215	0	0.0743801652892562	0.0495867768595041	0.12396694214876	0.0661157024793388	13	45	46	34	34	34	11	12	6	7	3	5	2	0	0	0	1	0	0	0	0	1	0	0	12	14	8	-30.3	-0.250413223140496	-33.43	-0.276280991735537	-23.2	23.06	-30.3	87.85	34.45	-0.550909090909091	-0.00736509479824988	-0.250413223140496	0.284710743801653
ENSSSCT00000039638.1	0.025974025974026	0.038961038961039	0	0	0.038961038961039	0.012987012987013	0.012987012987013	0.103896103896104	0	0.012987012987013	0.025974025974026	0.051948051948052	0	0	0.051948051948052	0.116883116883117	0.012987012987013	0.025974025974026	0	0.051948051948052	0.025974025974026	0.038961038961039	0.025974025974026	0.103896103896104	0	0.012987012987013	0	0.038961038961039	0.025974025974026	0	0.051948051948052	0.0909090909090909	0.547619047619048	0.333333333333333	0.079047619047619	0.0236959109098409	0.0213095238095238	84	0.826086956521739	0.226190476190476	0.226190476190476	0.25	0.297619047619048	0.0476190476190476	0.0357142857142857	0.0833333333333333	0.0357142857142857	0.0714285714285714	0.0357142857142857	0.0714285714285714	0.0833333333333333	0.0714285714285714	0.0357142857142857	0.0595238095238095	0.0357142857142857	0.0714285714285714	0.0357142857142857	0.0833333333333333	0.0595238095238095	6	34	43	28	28	28	6	15	4	7	2	1	2	3	0	1	0	1	0	0	0	0	0	0	9	14	5	-18.9	-0.225	-20.69	-0.246309523809524	-18.6	6.64	-16.2	72.99	9.23	-0.410869565217391	-0.00803571428571428	-0.192857142857143	0.109880952380952
ENSSSCT00000022791.2	0.0277777777777778	0	0	0.0138888888888889	0.0277777777777778	0.0138888888888889	0.0555555555555556	0.0555555555555556	0.0416666666666667	0.0277777777777778	0	0.0138888888888889	0	0.0138888888888889	0.0416666666666667	0.152777777777778	0.0416666666666667	0.0277777777777778	0	0.0555555555555556	0.0277777777777778	0	0.0138888888888889	0.0972222222222222	0.0277777777777778	0.0277777777777778	0	0.0555555555555556	0.0277777777777778	0	0.0277777777777778	0.0833333333333333	0.481818181818182	0.218181818181818	0.164	0.0181458392532206	0.0241818181818182	110	1.07547169811321	0.281818181818182	0.236363636363636	0.236363636363636	0.245454545454545	0.0454545454545455	0.0454545454545455	0.0727272727272727	0.0363636363636364	0.0909090909090909	0.0727272727272727	0.0727272727272727	0.0818181818181818	0.0454545454545455	0.0545454545454545	0.0727272727272727	0.00909090909090909	0.0636363636363636	0.0818181818181818	0.0818181818181818	0.0363636363636364	4	36	36	24	24	24	12	12	4	4	1	1	1	0	0	1	1	2	1	0	0	0	0	0	9	12	3	-22.9	-0.208181818181818	-25.56	-0.232363636363636	-13.5	18.04	-20.2	79.29	24.46	-0.432075471698113	-0.00867424242424242	-0.183636363636364	0.222363636363636
ENSSSCT00000020667.2	0.0813008130081301	0.024390243902439	0	0.040650406504065	0.024390243902439	0.024390243902439	0.032520325203252	0.048780487804878	0.032520325203252	0.016260162601626	0	0.024390243902439	0.024390243902439	0.00813008130081301	0.040650406504065	0.154471544715447	0.00813008130081301	0.016260162601626	0.00813008130081301	0.032520325203252	0	0.00813008130081301	0.00813008130081301	0.138211382113821	0.016260162601626	0.00813008130081301	0	0.024390243902439	0.016260162601626	0.00813008130081301	0.040650406504065	0.0894308943089431	0.523076923076923	0.323076923076923	0.109461538461538	0.0152656101862653	0.0197692307692308	130	0.911764705882353	0.269230769230769	0.207692307692308	0.3	0.223076923076923	0.0846153846153846	0.0692307692307692	0.0461538461538462	0.0461538461538462	0.107692307692308	0.0230769230769231	0.0384615384615385	0.0769230769230769	0.0769230769230769	0.0538461538461538	0.0692307692307692	0.0230769230769231	0.0538461538461538	0.0230769230769231	0.0769230769230769	0.0461538461538462	6	57	66	42	42	42	15	24	7	7	3	3	2	2	1	1	0	0	1	0	0	0	0	0	15	23	4	-42.9	-0.33	-45.47	-0.349769230769231	-33.9	14.23	-38.2	108.23	19.15	-0.630882352941176	-0.00785714285714286	-0.293846153846154	0.147307692307692
ENSSSCT00000045271.1	0.0309278350515464	0.0412371134020619	0	0.0206185567010309	0.0412371134020619	0.0206185567010309	0.0309278350515464	0.0721649484536083	0.0206185567010309	0.0103092783505155	0.0103092783505155	0.0206185567010309	0.0206185567010309	0.0206185567010309	0.0515463917525773	0.123711340206186	0.0515463917525773	0.0206185567010309	0	0.0515463917525773	0.0103092783505155	0	0.0206185567010309	0.0927835051546392	0.0309278350515464	0.0103092783505155	0	0.0412371134020619	0.0103092783505155	0	0.0309278350515464	0.0927835051546392	0.504424778761062	0.283185840707965	0.184601769911504	0.017693587959863	0.0182300884955752	113	0.982456140350877	0.256637168141593	0.238938053097345	0.256637168141593	0.247787610619469	0.0353982300884956	0.0530973451327434	0.0530973451327434	0.0353982300884956	0.123893805309735	0.0442477876106195	0.0530973451327434	0.0884955752212389	0.0530973451327434	0.0530973451327434	0.0707964601769911	0.00884955752212389	0.0973451327433628	0.0530973451327434	0.0619469026548673	0.079646017699115	8	52	45	32	32	32	20	13	6	6	2	2	1	2	1	1	0	1	1	0	0	0	0	0	12	16	4	-32.4	-0.286725663716814	-34.46	-0.304955752212389	-19.5	20.86	-26.6	83.14	26.39	-0.568421052631579	-0.00896017699115044	-0.235398230088496	0.23353982300885
ENSSSCT00000021921.2	0.0336134453781513	0.0504201680672269	0.00840336134453781	0.0168067226890756	0.0420168067226891	0.0504201680672269	0.0336134453781513	0.0672268907563025	0.0504201680672269	0.00840336134453781	0.00840336134453781	0.0420168067226891	0	0.0336134453781513	0.0336134453781513	0.117647058823529	0.00840336134453781	0	0	0.0252100840336134	0.0168067226890756	0.0168067226890756	0.0504201680672269	0.109243697478992	0.0336134453781513	0	0.0168067226890756	0.0588235294117647	0	0	0.0252100840336134	0.0420168067226891	0.515873015873016	0.30952380952381	0.100952380952381	0.0155923013271263	0.0126190476190476	126	0.938461538461538	0.30952380952381	0.174603174603175	0.293650793650794	0.222222222222222	0.0873015873015873	0.0634920634920635	0.0634920634920635	0.0158730158730159	0.111111111111111	0.0317460317460317	0.0634920634920635	0.111111111111111	0.0634920634920635	0.0396825396825397	0.0634920634920635	0.0238095238095238	0.0555555555555556	0.0396825396825397	0.0714285714285714	0.0476190476190476	4	56	63	39	39	39	17	24	10	9	7	4	1	2	1	0	0	0	1	1	0	0	0	0	15	22	2	-34.6	-0.274603174603175	-36.19	-0.287222222222222	-34.4	12.72	-34.4	107.1	19.74	-0.532307692307692	-0.00704110704110704	-0.273015873015873	0.156666666666667
ENSSSCT00000022119.2	0.0909090909090909	0.0113636363636364	0	0.0340909090909091	0.0113636363636364	0	0	0.0568181818181818	0.0113636363636364	0.0113636363636364	0	0.0340909090909091	0.0227272727272727	0	0.0340909090909091	0.170454545454545	0.0454545454545455	0.0227272727272727	0	0.0227272727272727	0.0113636363636364	0	0.0340909090909091	0.0909090909090909	0.0340909090909091	0.0227272727272727	0	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0454545454545455	0.113636363636364	0.474226804123711	0.298969072164948	0.0863917525773196	0.0205585516520042	0.0206185567010309	97	1.10869565217391	0.247422680412371	0.278350515463918	0.257731958762887	0.216494845360825	0.0412371134020619	0.0824742268041237	0.0412371134020619	0.0412371134020619	0.0309278350515464	0.0824742268041237	0.0721649484536082	0.0618556701030928	0.0412371134020619	0.0309278350515464	0.0309278350515464	0.0103092783505155	0.134020618556701	0.0824742268041237	0.0927835051546392	0.0515463917525773	8	48	40	29	29	29	19	11	4	4	0	2	1	1	1	0	0	0	0	0	1	0	0	1	8	13	8	-24.4	-0.251546391752577	-26.4	-0.272164948453608	-24.4	8.38	-24.4	84.12	13.65	-0.530434782608696	-0.00867401350870956	-0.251546391752577	0.140721649484536
ENSSSCT00000045282.1	0.0510204081632653	0.0408163265306122	0	0.0408163265306122	0.0204081632653061	0.0510204081632653	0.0306122448979592	0.0510204081632653	0.0204081632653061	0.0408163265306122	0.0102040816326531	0.0408163265306122	0.0408163265306122	0.0306122448979592	0.0510204081632653	0.102040816326531	0.0102040816326531	0	0	0.0510204081632653	0.0102040816326531	0	0.0306122448979592	0.0918367346938775	0.0204081632653061	0	0.0102040816326531	0.0306122448979592	0.0102040816326531	0	0.0510204081632653	0.0612244897959184	0.532110091743119	0.293577981651376	0.112935779816514	0.0179179647776586	0.0258715596330275	109	0.879310344827586	0.26605504587156	0.201834862385321	0.348623853211009	0.18348623853211	0.0275229357798165	0.0917431192660551	0.0458715596330275	0.0275229357798165	0.110091743119266	0.036697247706422	0.0825688073394495	0.110091743119266	0.055045871559633	0.0275229357798165	0.0642201834862385	0	0.0642201834862385	0.055045871559633	0.0825688073394495	0.036697247706422	6	44	54	32	32	32	12	22	8	7	5	3	2	2	1	0	0	0	0	3	0	0	0	0	12	17	3	-34.4	-0.315596330275229	-37.22	-0.341467889908257	-25.2	12.31	-32.4	89.85	16.77	-0.593103448275862	-0.00986238532110092	-0.297247706422018	0.153853211009174
ENSSSCT00000022219.2	0.0930232558139535	0.0465116279069767	0	0.0465116279069767	0.0232558139534884	0	0.0697674418604651	0.0232558139534884	0.0465116279069767	0	0	0.0232558139534884	0.0232558139534884	0	0	0.116279069767442	0.0930232558139535	0.0465116279069767	0	0	0	0	0.0232558139534884	0.116279069767442	0.0232558139534884	0	0	0.0697674418604651	0.0465116279069767	0	0.0465116279069767	0.0232558139534884	0.5	0.24	0.1036	0.0396979613044987	0.0196	50	1	0.26	0.24	0.2	0.3	0.06	0.02	0.02	0.02	0.08	0.06	0.06	0.08	0.04	0.02	0.1	0.02	0.14	0.02	0.06	0.14	4	21	22	12	12	12	9	10	1	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	6	6	0	-12.6	-0.252	-13.58	-0.2716	-12.6	5.18	-12.6	41.92	8.01	-0.504	-0.021	-0.252	0.1602
ENSSSCT00000031540.2	0.0978260869565217	0.0217391304347826	0	0.0326086956521739	0.0108695652173913	0.0217391304347826	0.0108695652173913	0.0543478260869565	0.0652173913043478	0	0	0.0543478260869565	0.0108695652173913	0	0.0326086956521739	0.130434782608696	0.0217391304347826	0.0217391304347826	0	0.0326086956521739	0.0108695652173913	0.0217391304347826	0.0543478260869565	0.0652173913043478	0.0217391304347826	0.0108695652173913	0	0.0108695652173913	0.0217391304347826	0.0108695652173913	0.0326086956521739	0.119565217391304	0.478260869565217	0.252173913043478	0.10095652173913	0.0172723630204251	0.0174782608695652	115	1.09090909090909	0.295652173913043	0.226086956521739	0.269565217391304	0.208695652173913	0.0608695652173913	0.0695652173913043	0.0521739130434783	0.0347826086956522	0.0782608695652174	0.0521739130434783	0.0782608695652174	0.0869565217391304	0.0434782608695652	0.0521739130434783	0.0608695652173913	0.0173913043478261	0.0608695652173913	0.0608695652173913	0.0782608695652174	0.0434782608695652	9	47	45	29	29	29	18	16	5	5	2	3	1	1	0	0	0	0	1	0	0	0	0	0	9	14	6	-29.1	-0.25304347826087	-31.11	-0.270521739130435	-23.82	11.61	-29.1	96.18	17.12	-0.529090909090909	-0.0087256371814093	-0.25304347826087	0.148869565217391
ENSSSCT00000020230.2	0.00980392156862745	0.0196078431372549	0	0.00980392156862745	0.0196078431372549	0.0196078431372549	0.0490196078431372	0.0784313725490196	0.00980392156862745	0.00980392156862745	0	0.0588235294117647	0.00980392156862745	0.0392156862745098	0.0294117647058823	0.147058823529412	0.0196078431372549	0.0196078431372549	0	0.0490196078431372	0.0196078431372549	0.00980392156862745	0.0392156862745098	0.0980392156862745	0.00980392156862745	0.00980392156862745	0	0.0490196078431372	0.00980392156862745	0.0196078431372549	0.0490196078431372	0.0882352941176471	0.566371681415929	0.336283185840708	0.0825663716814159	0.0175440919915548	0.0151327433628319	113	0.765625	0.20353982300885	0.230088495575221	0.309734513274336	0.256637168141593	0.0265486725663717	0.106194690265487	0.0707964601769911	0.0353982300884956	0.0530973451327434	0.0530973451327434	0.0707964601769911	0.0884955752212389	0.0442477876106195	0.0353982300884956	0.0530973451327434	0.0353982300884956	0.079646017699115	0.0353982300884956	0.0707964601769911	0.0707964601769911	6	56	46	38	38	38	18	8	9	6	5	4	2	2	1	0	0	0	0	0	1	0	0	0	14	19	5	-41.5	-0.367256637168142	-43.21	-0.382389380530973	-39.6	9.33	-37.1	97.88	14.21	-0.6484375	-0.00966464834653004	-0.328318584070796	0.125752212389381
ENSSSCT00000020468.2	0.0566037735849057	0.0377358490566038	0	0.0188679245283019	0.00943396226415094	0.0188679245283019	0.0377358490566038	0.0849056603773585	0.0283018867924528	0	0	0.0377358490566038	0.0283018867924528	0.00943396226415094	0.0188679245283019	0.132075471698113	0.0377358490566038	0.00943396226415094	0	0.00943396226415094	0.0188679245283019	0	0.0283018867924528	0.10377358490566	0.0471698113207547	0.0188679245283019	0	0.0566037735849057	0.00943396226415094	0.00943396226415094	0.0377358490566038	0.0943396226415095	0.469026548672566	0.309734513274336	0.0668141592920354	0.0175840791792787	0.0169911504424779	113	1.13207547169811	0.256637168141593	0.274336283185841	0.274336283185841	0.194690265486726	0.0442477876106195	0.0619469026548673	0.0442477876106195	0.0530973451327434	0.0707964601769911	0.0442477876106195	0.079646017699115	0.079646017699115	0.0530973451327434	0.0619469026548673	0.0619469026548673	0	0.079646017699115	0.0619469026548673	0.115044247787611	0.0442477876106195	6	60	46	35	35	35	25	11	6	5	2	2	0	2	1	0	0	0	0	1	2	0	0	0	15	15	5	-33.5	-0.29646017699115	-35.42	-0.313451327433628	-33.5	7.55	-33.5	100.7	12.56	-0.632075471698113	-0.00847029077117573	-0.29646017699115	0.111150442477876
ENSSSCT00000020755.2	0.0673076923076923	0.00961538461538461	0	0.00961538461538461	0.00961538461538461	0.00961538461538461	0.0192307692307692	0.0673076923076923	0.0384615384615385	0	0.0192307692307692	0.0384615384615385	0	0.00961538461538461	0.0288461538461538	0.153846153846154	0.0192307692307692	0.00961538461538461	0.0192307692307692	0.0192307692307692	0.0192307692307692	0.0192307692307692	0.0288461538461538	0.0865384615384615	0.0480769230769231	0.0192307692307692	0	0.0288461538461538	0.00961538461538461	0.0384615384615385	0.0192307692307692	0.134615384615385	0.504504504504504	0.315315315315315	0.0874774774774775	0.0178206768605393	0.0256756756756757	111	0.982142857142857	0.198198198198198	0.297297297297297	0.288288288288288	0.216216216216216	0.018018018018018	0.0810810810810811	0.045045045045045	0.036036036036036	0.0630630630630631	0.036036036036036	0.0810810810810811	0.0630630630630631	0.0720720720720721	0.045045045045045	0.045045045045045	0	0.117117117117117	0.0720720720720721	0.108108108108108	0.0540540540540541	6	52	52	35	35	35	17	17	6	6	2	3	0	0	1	1	0	0	0	0	0	0	0	0	10	16	9	-36.5	-0.328828828828829	-39.35	-0.354504504504504	-36	9.71	-36	95.41	15.04	-0.651785714285714	-0.0093951093951094	-0.324324324324324	0.135495495495495
